Fatty_Acid	Class	age_l	age_m	age_u	bmi_l	bmi_m	bmi_u	education_l	education_m	education_u	smoke_l	smoke_m	smoke_u	diabetes_l	diabetes_m	diabetes_u	aspirin_l	aspirin_m	aspirin_u
alphaLinolenic	Omega-3	-0.0152542173347772	-0.00492128961115605	0.00541163811246505	-0.0137354884593017	0.00108766565351936	0.0159108197663405	-0.120729793919146	0.0151269693322259	0.150983732583598	-0.136476773598203	-0.0297354435131697	0.077005886571864	-0.359271291421324	-0.178750508247006	0.00177027492731172	-0.112652155797535	0.0515743431135018	0.215800842024539
Docosahexaenoic	Omega-3	0.00241823900427026	0.00954920343304315	0.016680167861816	-0.00483040998395432	0.00539935137004291	0.0156291127240401	-0.0366959095554995	0.0570616170687403	0.15081914369298	-0.16897532504195	-0.0953109534063825	-0.0216465817708153	-0.404181590583928	-0.279600511735622	-0.155019432887317	-0.00395017411367871	0.109385886422136	0.22272194695795
Docosapentaenoicn3	Omega-3	-0.00477464237142017	0.00207504972485215	0.00892474182112448	-0.0227416501853439	-0.0129153894890351	-0.00308912879272634	-0.0355420245580919	0.0545173489668733	0.144576722491839	-0.0855298096905034	-0.0147710407737664	0.0559877281429707	-0.335909592372831	-0.216242464643355	-0.0965753369138783	-0.0825870233707897	0.0262786322959852	0.13514428796276
Eicosapentaenoic	Omega-3	-2.56620727959508e-05	0.0119256482234721	0.0238769585197402	-0.0211010287183389	-0.00395621564016859	0.0131885974380017	0.0091345425014939	0.166269710470594	0.323404878439694	-0.279642898751775	-0.156183334201995	-0.0327237696522147	-0.723104182211837	-0.51430954507239	-0.305514907932943	-0.0059481674040264	0.184000112488491	0.373948392381009
Arachidonic	Omega-6	-0.00776202710326528	-0.00289466602837289	0.00197269504651949	-0.0102838502296776	-0.00330135260018752	0.00368114502930253	-0.0868733191707399	-0.0228775244746301	0.0411182702214797	-0.0206539836570655	0.0296268862991273	0.0799077562553202	-0.112482052077587	-0.0274471174749633	0.0575878171276608	-0.0408638882436268	0.0364955678220653	0.113855023887758
Dihomoglinolenic	Omega-6	-0.0134120345787399	-0.00681660214138163	-0.000221169704023399	-0.00211729153493666	0.00734421967220835	0.0168057308793533	-0.0745572123482735	0.0121591692184202	0.0988755507851139	0.0130901360894839	0.0812223489220807	0.149354561754678	-0.340125047577039	-0.22489994770109	-0.10967484782514	-0.143031708740856	-0.0382071317223257	0.066617445296205
Docosapentaenoicn6	Omega-6	-0.0254965222019296	-0.0157553745977122	-0.00601422699349479	-0.020222507899994	-0.00624829497261953	0.00772591795475498	-0.221409210980398	-0.093333140068034	0.0347429308443302	0.161714483982575	0.262342600199033	0.362970716415491	-0.185869664151329	-0.015687539436563	0.154494585278203	-0.177227210745463	-0.0224061755843231	0.132414859576817
Docosatetraenoic	Omega-6	-0.0188287133017062	-0.0108113513064454	-0.00279398931118453	-0.0182869303964977	-0.00678558289724515	0.00471576460200737	-0.15748663422771	-0.0520748013353962	0.0533370315569172	0.119576546079179	0.202397592159955	0.28521863824073	-0.127090641246736	0.0129761921898285	0.153043025626393	-0.150764029713613	-0.0233399998354012	0.104084030042811
Eicosadienoic	Omega-6	-0.00893841030623095	-0.00264562593336063	0.00364715843950969	-0.0102121284607169	-0.00118478257649345	0.00784256330772997	-0.0721244238364858	0.010612757686872	0.0933499392102298	0.022114154020059	0.0871199482987691	0.152125742577479	-0.167420754506427	-0.057483049170425	0.0524546561655766	-0.0982767058901283	0.00173773083104701	0.101752167552222
gammaLinolenic	Omega-6	-0.0175053044038895	-0.00886882987132727	-0.000232355338765042	-0.0132526826090086	-0.0008631840649541	0.0115263144791004	-0.0542184348164987	0.0593334555363766	0.172885345889252	-0.0355696064274209	0.0536470031830207	0.142863612793462	-0.341734234560114	-0.190851233325221	-0.0399682320903279	-0.0839179823455185	0.0533459193630657	0.19060982107165
Linoleic	Omega-6	-0.0105859659158483	-0.00537216383774542	-0.00015836175964258	-0.0109714979818725	-0.00349201164608871	0.00398747468969506	-0.0742197752132921	-0.00566899333323672	0.0628817885468187	-0.0963387548969923	-0.0424790760622527	0.011380602772487	-0.19682530760111	-0.10573789659528	-0.0146504855894498	-0.146298965333136	-0.0634333454232494	0.0194322744866376
Elaidic	trans	-0.00128154047140944	0.0106194799453206	0.0225205003620507	-0.000365090261434664	0.0167075792138143	0.0337802486890633	-0.155011512873772	0.00146244653555839	0.157936405944889	-0.0880007228125482	0.0349393366390367	0.157879396090622	-0.462006378267513	-0.254090327399331	-0.0461742765311491	-0.393863649539314	-0.204714652392993	-0.0155656552466724
Palmitelaidic	trans	0.00298508863846365	0.0118881993993261	0.0207913101601886	9.79135010583179e-06	0.0127817942539964	0.025553797157887	-0.0669959518348341	0.0500616569273178	0.16711926568947	-0.126098188399077	-0.0341271701235522	0.0578438481519728	-0.368896870558001	-0.213355617369466	-0.05781436418093	-0.16723106090388	-0.0257293734071996	0.115772314089481
Linoelaidic	trans	-0.00563531970985273	0.00284654196799501	0.0113284036458427	-0.00163990095054363	0.0105277969350183	0.0226954948205802	-0.071805190346774	0.0397138587281595	0.151232907803093	-0.0363449145212389	0.0512745115801434	0.138893937681526	-0.34225350113981	-0.194071654347145	-0.0458898075544797	-0.164053225516854	-0.0292466648925745	0.105559895731705
