Fatty_Acid	Class	Fstat	Fstat.pval	Fstat.pval.adj	Age.est	Age.se	Age.pval	Age.pval.adj	BMI.est	BMI.se	BMI.pval	BMI.pval.adj	Education.est	Education.se	Education.pval	Education.pval.adj	Smoking.est	Smoking.se	Smoking.pval	Smoking.pval.adj	Diabetes.est	Diabetes.se	Diabetes.pval	Diabetes.pval.adj	Aspirin.est	Aspirin.se	Aspirin.pval	Aspirin.pval.adj	Gleason.est	Gleason.se	Gleason.pval	Gleason.pval.adj
Docosahexaenoic	Omega-3	2.0128685286585	0.0519696156556451	0.0566941261697946	-0.000806552197462404	0.00436930972746584	0.853626766129036	0.986023609939795	0.028164467184871	0.00957571852013001	0.00343109087660413	0.0240176361362289	-0.0626090493782485	0.038753915363781	0.106864639985935	0.324352791049534	-0.0772242654201883	0.0829031061633325	0.35207511661921	0.492905163266894	-0.161511399581605	0.108980681338649	0.139008339021229	0.324352791049534	-0.122066761897121	0.114295668857826	0.286075084163481	0.492905163266894	-0.000577779433895582	0.0329649825617194	0.986023609939795	0.986023609939795
Docosapentaenoicn3	Omega-3	2.16321983171305	0.0362309142090211	0.0434770970508254	-0.00295949239890366	0.0042478498838017	0.486334188615411	0.585219526921269	0.0294169015878385	0.00930952881352358	0.00168066161799509	0.0117646313259656	-0.0384276190638704	0.0376766183088551	0.308287275685444	0.58038582244716	-0.115785723833257	0.0805985319990034	0.151507325871921	0.530275640551722	-0.0578657923935829	0.105951192164514	0.585219526921269	0.585219526921269	-0.107985563443954	0.111118431505277	0.331649041398377	0.58038582244716	-0.0202552223550294	0.0320486086083765	0.527685261703597	0.585219526921269
Eicosapentaenoic	Omega-3	1.43173521940139	0.190329205307707	0.198604388147172	0.000330042543718385	0.00544550909478667	0.951697109935064	0.990172909967298	0.0316658338525734	0.0119343021078821	0.00824088378476394	0.0576861864933476	-0.0168844703760791	0.0482993451449506	0.726811400238982	0.990172909967298	-0.11380426157658	0.103322869459366	0.271270003550052	0.760785935942724	-0.133532323513638	0.135823580474315	0.326051115404025	0.760785935942724	-0.00175542918067972	0.142447696108054	0.990172909967298	0.990172909967298	-0.0213571318379858	0.0410845473418617	0.603425280316739	0.990172909967298
Arachidonic	Omega-6	3.27610720847317	0.00207578005904263	0.00415156011808526	-0.000869724602176824	0.00308992603614984	0.778473569673807	0.778473569673807	0.0250108526688087	0.00677183898962294	0.000247423360720826	0.00173196352504578	0.00869504329239565	0.0274063272128677	0.751184717052019	0.778473569673807	-0.0182061678776031	0.0586281317164368	0.756291346934846	0.778473569673807	-0.0639299202130044	0.0770698956379431	0.407241187734415	0.712672078535227	-0.0709973528672366	0.080828594229183	0.380194085317631	0.712672078535227	-0.034356306537967	0.0233124599197869	0.141226183933016	0.494291643765555
Dihomoglinolenic	Omega-6	5.05194176089486	1.53191397405106e-05	4.59574192215317e-05	-0.000966811728710771	0.00313292945346986	0.757765640083039	0.884059913430212	0.0365906897506722	0.00686608468181355	1.53670472586137e-07	1.07569330810296e-06	-0.0204668288016115	0.027787749199205	0.461770295855358	0.721996452316403	0.0386662308919331	0.0594440768184872	0.515711751654574	0.721996452316403	-0.128821188354915	0.0781425002395271	0.0999126077790921	0.295293766411534	-0.125434543152888	0.081953509754138	0.126554471319229	0.295293766411534	0.000124928427459425	0.0236369063404967	0.995785202833319	0.995785202833319
Docosapentaenoicn6	Omega-6	2.67793837367522	0.00999135909627069	0.0146901302176407	-0.00548039668760257	0.00513973832595142	0.286847154458759	0.401586016242263	0.0385058999508837	0.01126417913728	0.000684852982599032	0.00479397087819323	-0.0593245907754474	0.0455872887252213	0.193782153328205	0.401586016242263	-0.00056423944927769	0.0975211872506081	0.995386079516441	0.995386079516441	-0.147090690295368	0.128196950915042	0.251810577132076	0.401586016242263	-0.202425027257811	0.13444911584685	0.132847480281521	0.401586016242263	-0.0258277184414694	0.0387776090172162	0.505709087069004	0.589993934913838
Docosatetraenoic	Omega-6	2.90857296476558	0.00549353285322651	0.00941748489124545	-0.00255261141530723	0.00398007414612945	0.521610759856705	0.694054958407122	0.0293219364275237	0.00872267522556408	0.000838495076311586	0.0058694655341811	-0.0217970810311426	0.0353015616245025	0.53723579373453	0.694054958407122	0.0131008610781572	0.0755177659757892	0.862348749082556	0.862348749082556	-0.052823478452494	0.0992722464825358	0.594904250063247	0.694054958407122	-0.229797371994914	0.10411375366137	0.0277863575664843	0.097252251482695	-0.032100186474347	0.030028330103667	0.285622201776291	0.666451804144679
Eicosadienoic	Omega-6	2.4454282726963	0.0180407264045837	0.0227882859847372	-0.00113656181540168	0.00246565027694126	0.645042702439917	0.86871693159596	0.0167364978193491	0.00540368490534177	0.00207071944919079	0.0144950361443355	0.0162489282282297	0.0218692672548726	0.457852740903154	0.86871693159596	0.0182713461774221	0.0467831486941686	0.696304639050795	0.86871693159596	-0.0101706584271674	0.0614990156076064	0.86871693159596	0.86871693159596	-0.125789332261748	0.0644983224240172	0.0517402108238896	0.181090737883614	0.00405256868338107	0.0186025078221701	0.827640420182385	0.86871693159596
gammaLinolenic	Omega-6	5.22641514519697	9.356489348189e-06	3.69818754872853e-05	-0.00437738689333748	0.00461813598058582	0.343685435660835	0.534062659436849	0.0467934259508017	0.0101210426809048	4.89070734263397e-06	3.42349513984378e-05	0.0412574986911805	0.0409608981952067	0.314339425901774	0.534062659436849	0.00756202719925361	0.0876243254325818	0.931264413130676	0.931264413130676	-0.19216772310633	0.11518698308684	0.0959228411481965	0.335729944018688	-0.0897751297038079	0.120804651924639	0.457767993803013	0.534062659436849	-0.0298319734790239	0.0348422935345342	0.392325297314551	0.534062659436849
Linoleic	Omega-6	3.30818930309477	0.00190481453789393	0.00415156011808526	0.000241103460116859	0.00196893856430812	0.902592418534143	0.991798742087802	0.0108130806061108	0.00431509841399561	0.0125534014053011	0.0439369049185538	0.0443816604998289	0.0174636460304079	0.0113634061694245	0.0439369049185538	-0.0546991571198817	0.0373585607355393	0.143819797892545	0.251684646311954	-0.0103009516590993	0.0491098776777935	0.833951616919268	0.991798742087802	-0.0866993038816404	0.0515049662725756	0.092980179660484	0.216953752541129	0.000152774988304381	0.0148549838500826	0.991798742087802	0.991798742087802
Elaidic	trans	3.02358911638456	0.00406100531835485	0.00749724058773203	0.000940268070760171	0.00341798022703018	0.783364929078403	0.783364929078403	0.015041583404363	0.00749079799851908	0.0452166018744061	0.141910271817065	0.0672615714906677	0.0303160280903753	0.0269875174721147	0.141910271817065	0.0808744992306337	0.0648526186743921	0.213002653066259	0.366604564153961	0.0474860262002643	0.0852523252362389	0.577789846802805	0.674088154603273	-0.168032281936265	0.0894100808957343	0.0608186879215994	0.141910271817065	-0.0289686764716443	0.0257875192211886	0.261860402967115	0.366604564153961
Palmitelaidic	trans	2.63981765180889	0.0110175976632305	0.0146901302176407	0.00131222934963538	0.00307238822074856	0.66949999042495	0.890725485611452	0.019708652845969	0.00673340335694507	0.00358916720987276	0.0251241704691093	0.00374592041652015	0.0272507742637474	0.890725485611452	0.890725485611452	-0.104762129207928	0.0582953699158836	0.0729656549589947	0.255379792356482	-0.0105610335428062	0.0766324619949104	0.890446615954312	0.890725485611452	-0.0840984823932965	0.0803698269486227	0.295919420716655	0.517858986254146	-0.0365899837299986	0.0231801429601445	0.115125158150231	0.268625369017205
Linoelaidic	trans	5.37434426013159	6.15451886076812e-06	3.69271131646087e-05	0.000363658317718587	0.00250198277307828	0.884498656280986	0.884498656280986	0.0163839813811402	0.00548331069930981	0.00295595161246999	0.010345830643645	0.0703199238585009	0.0221915210130344	0.00163107364181657	0.010345830643645	-0.00706755752099225	0.0474725200073285	0.881714965700336	0.884498656280986	0.102669247680659	0.0624052320195159	0.100599476677842	0.234732112248297	-0.0895814097132466	0.0654487350077602	0.171741437983219	0.300547516470632	-0.0171908987357239	0.0188766243706152	0.362923477876976	0.508092869027767
